Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,ConcurrentProcessing.csproj,File,ConcurrentProcessing.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ConcurrentProcessing.csproj,File,Sample\SampleTaskProcessor.cs,8,8,"M:System.TimeSpan.FromMilliseconds(System.Int64,System.Int64)",,,,,"await Task.Delay(TimeSpan.FromMilliseconds(new Random().Next(10, 20)));"
